类型,书名,出版日期,出版社,现价,原价,折扣,详细说明,图片地址
Go 语言, 【圆梦图书】Go语言核心编程 Go语言实战 Go语言实践编程书 Go语言编程入门教材 golang教程实战自学基础入门精 ,,电子工业出版社,¥60.64,¥99.10,6.12折 ,,https://img3m7.ddimg.cn/95/23/11356494827-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 谢伟 机械工业出版社 9787111684565 ,2021-07-01,机械工业出版社,¥86.00,¥86.00,10折,,https://img3m5.ddimg.cn/28/31/11415637855-1_b_1.jpg
Go 语言, Go语言极简一本通：零基础入门到项目实战 ,2023-02-16,电子工业出版社,¥119.39,¥156.42,7.64折 ,,https://img3m2.ddimg.cn/65/23/11385239942-1_b_2.jpg
Go 语言, Go语言编程入门与实战技巧 + Go语言从入门到进阶实战2册 Go语言入门 go语言程序设计教程书 go语言编程入门教程 ,2023-04-27,其他,¥150.00,¥178.00,8.43折 ,,https://img3m2.ddimg.cn/24/0/11445812952-1_b_2.jpg
Go 语言, Go语言核心编程 李文塔 Go语言实战 golang教程实战自学基础入门精通实践开发 go语言程序设计教材书 Go语言编 【需要开票的用户 请联系客服】,,电子工业出版社,¥77.00,¥88.76,8.68折 ,,https://img3m3.ddimg.cn/20/5/11421800993-1_b_1.jpg
Go 语言, Go语言机器学习实战 (澳)周轩逸(Xuanyi Chew) 著 谭励 等 译 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2020-04-01,机械工业出版社,¥52.10,¥79.00,6.6折 ,通过本书你将学习以下内容：使用Go库设置机器学习环境使用Gonum执行回归和分类使用Go库探索时间序列模型并分解趋势通过聚集推文来清理您的Twitter时间轴学习使用外部服务来满足您的机器学习需求使用神经网络和CNN与Gorgonia识别手写使用GoCV和OpenCV实现面部识别,https://img3m0.ddimg.cn/95/2/1630710770-1_b_4.jpg
Go 语言, Go语言核心编程 李文塔 Go语言实战 Go语言编程入门教材书籍 golang教程实战自学基础入门精通实践开发 go语言 B10,2020-08-21,电子工业出版社,¥50.90,¥79.42,6.41折 ,,https://img3m7.ddimg.cn/14/16/1712317577-1_b_1.jpg
Go 语言, Go语言高级编程 人民邮电出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2019-07-01,人民邮电出版社,¥44.50,¥89.00,5折 ,,https://img3m7.ddimg.cn/62/32/11256848027-1_b_1.jpg
Go 语言, Go语言区块链应用开发从入门到精通 北京大学出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2021-05-01,北京大学出版社,¥66.80,¥89.00,7.51折 ,（1）理论与实践相结合，每个理论都有对应的实践代码讲解，读者参考源码，完成实例，就可以看到实践效果。（2）每章都配备实训与问答。读者阅读后，能尽快巩固知识点，可以做到举一反三、学以致用。（3）内容知识体系系统、完备，可以快速帮助读者搭建区块链应用开发知识体系。（4）易学易懂，零基础读者只要能够理解一些编程上的关键术语就可以阅读本书。Go语言和Solidity是两门独立的开发语言，在本书中都进行了较为细致的讲解，便于读者由浅入深地学习。,https://img3m0.ddimg.cn/94/34/11178330070-1_b_2.jpg
Go 语言, 【官方旗舰店】Go语言高级编程 柴树杉曹春辉著 go语言进阶实战云计算云存储区块链web编程书程序设计入门计算机网络电脑 旗舰店正版质量保证！支持团购优惠价，出版社库房直发，提供正规电子发票,,人民邮电出版社,¥66.00,¥89.00,7.42折 ,,https://img3m8.ddimg.cn/32/20/11349692078-1_b_1.jpg
Go 语言, Go语言学习指南 惯例模式与编程实践 Go程序设计语言 Go并发编程实战教程书籍 go语言编程教程书籍 go语言学习笔记 ,2022-04-01,机械工业出版社,¥146.56,¥146.56,10折,,https://img3m4.ddimg.cn/26/28/11386795094-1_b_1.jpg
Go 语言, Go语言高级编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语 全新正版 量大优惠 如需发票请联系本店客服,2022-02-27,北岳文艺出版社,¥132.27,¥168.00,7.88折 ,,https://img3m1.ddimg.cn/76/33/11102694151-1_b_1.jpg
Go 语言, 【2022现货】Go语言从入门到项目实践 超值版 余建熙 清华大学出版社 程序语言计算机程序设计 Go语言网络编程教程书 ,,清华大学出版社,¥99.00,¥99.00,10折,,https://img3m0.ddimg.cn/2/25/11276988230-1_b_1.jpg
Go 语言, GO语言公链开发实战【满额立减 放心购买】 【满额立减 下单速发 可开发票 正版图书】,2019-07-01,机械工业出版社,¥39.22,¥245.54,1.6折 ,,https://img3m9.ddimg.cn/73/33/640947259-1_b_4.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 1 ,2021-12-01,机械工业,¥69.79,¥99.00,7.05折 ,,https://img3m1.ddimg.cn/6/22/11073074271-1_b_1.jpg
Go 语言, Go语言编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语言实 正品图书 可开发票,2020-05-01,南京东南大学出版社,¥128.52,¥131.84,9.75折 ,,https://img3m3.ddimg.cn/14/24/11304581423-1_b_1.jpg
Go 语言, Go语言编程实战 正版现货,2019-07-01,清华大学出版社,¥41.00,¥59.00,6.95折 ,本书通过通俗易懂的语言，丰富多彩的实例，详细介绍用Go语言程序开发知识。书中提供了大量程序案例，配有注释，读者轻松领会Go程序开发精髓，快速提高开发技能。配套讲解视频，扫描书中二维码就可以观看视频，使学习变得更加轻松,https://img3m3.ddimg.cn/73/6/11073606463-1_b_2.jpg
Go 语言, Go语言趣学指南 go语言入门教程go程序设计语言实战编程学习笔记Go语言开发go语言实战go语言编程技法 Go语言实战 温馨提示: 正版保障 贴心售后 收藏商品 优先发货 部分书籍卖价高于定价 介者慎拍. 部分赠品赠完为止。,,人民邮电出版社,¥65.67,¥70.00,9.39折 ,,https://img3m1.ddimg.cn/85/28/11343616501-1_b_1.jpg
Go 语言, Go语言从入门到精通 谢琼 人民邮电出版社 ,2021-02-01,人民邮电出版社,¥32.00,¥79.80,4.02折 ,,https://img3m6.ddimg.cn/78/6/11429029536-1_b_1.jpg
Go 语言, Go语言定制指南人民邮电出版社雨韵图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2021-08-01,人民邮电出版社,¥67.90,¥79.90,8.5折 ,1.深入浅出，接触核心 理解Go语言语法树的工作原理，提升编程技艺，学器的原理与实现，编写更效率的代码；通过理解简单的“凹语言”，深刻理解Go语言特，获得自制一门编程语言的启发。 2.内容针对与专业强 本书面向已经熟练掌握 Go 语言并行项目开发的程序员，也适合想深入了解 Go 语言底层运行机制的程序员阅读，同时可作为对编程语言/编译器有兴趣并行实际项目实践的程序员的参考书。,https://img3m2.ddimg.cn/11/23/11336325572-1_b_1.jpg
Go 语言, Go语言学习笔记+Go语言实战 2册 go语言程序设计教程 go语言编程实战指南 go语言入门系统程序设计 Go源码深度 ,,不详,¥159.76,¥169.35,9.44折 ,,https://img3m2.ddimg.cn/42/18/11330992572-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战 视频教学版 Go语言语法开发技巧大全Go语言基础 Go语言程序设计视频教程Go语言编程框架构开 【需要开票的用户 请联系客服】,,机械工业出版社,¥112.00,¥118.91,9.42折 ,,https://img3m3.ddimg.cn/49/25/11422230583-1_b_1.jpg
Go 语言, Go语言精进之路：从新手到高手的编程思想、方法和技巧 2 白明 著 机械工业出版社 9787111698227 正版图书保证质量 七天无理由退货让您购物无忧,2021-12-01,机械工业出版社,¥91.70,¥119.00,7.71折 ,,https://img3m7.ddimg.cn/26/6/11430264707-1_b_1.jpg
Go 语言, Go语言高级编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 Go语 ,2020-05-01,南京东南大学出版社,¥143.00,¥168.00,8.52折 ,,https://img3m5.ddimg.cn/55/32/11390666815-1_b_1.jpg
Go 语言, Go语言编程之旅(一起用Go做项目) ,2020-07-01,电子工业,¥62.60,¥108.00,5.8折 ,,https://img3m5.ddimg.cn/39/31/11428315905-1_b_1.jpg
Go 语言, Go语言从入门到进阶实战 徐波 著 机械工业出版社，【正版现货】 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,2018-06-01,机械工业出版社,¥60.03,¥122.24,4.92折 ,适读人群 ：Go语言入门读者、Go语言进阶读者、编程爱好者等 资深程序员、慕课网特邀讲师分享多年的Go语言开发经验 详解Go语法及开发技巧，深度剖析开源网络库cell的设计和架构思想 100分钟配套教学视频、72个开发实例精讲 用浅显易懂的语言讲解，不让读者有云山雾罩的感觉 用大量实例带领读者学习，让读者在实际动手中提高编程水平 给出了大量的“避坑”技巧，让读者在实际开发中少走弯路 实例来自于作者多年的口述教学和技术分享会，广受业界好评 每个实例程序都精心设计，让Go语言学习者大呼过瘾 本书内容速览： 初识Go语言 Go语言基本语法与使用 容器：存储和组织数据的方式 流程控制 函数（function） 结构体（struct） 接口（interface） 包（package） 并发 反射 编译与工具 “避坑”与技巧 实战演练——剖析cell网络库设计并实现Socket,https://img3m2.ddimg.cn/97/9/11369914972-1_b_1.jpg
Go 语言, Go语言核心编程 李文塔 著 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2018-09-01,电子工业出版社,¥39.50,¥79.00,5折 ,,https://img3m3.ddimg.cn/84/24/1427281203-1_b_1.jpg
Go 语言, Go语言入门经典 计算机 编程 软件开发 程序设计 编程语言 Go语言实战 零基础入门参考书正版 ,2020-08-16,人民邮电出版社,¥39.00,¥59.33,6.58折 ,,https://img3m3.ddimg.cn/0/33/1698191253-1_b_1.jpg
Go 语言, Go语言核心编程 Go语言实战 Go语言实践编程书 Go语言编程入门教材 golang教程实战自学基础入门精通实践开发 ,2019-03-14,电子工业出版社,¥76.80,¥78.00,9.85折 ,,https://img3m4.ddimg.cn/88/34/1133895004-1_b_1.jpg
Go 语言, Go语言开发实战（慕课版） ,2019-12-01,人民邮电,¥46.91,¥68.00,6.9折 ,,https://img3m9.ddimg.cn/73/35/1587767419-1_b_1.jpg
Go 语言, 正版！ GO语言公链开发实战， 9787111629870， 机械工业出版社【正版图书可开发票】 正版图书,2019-07-01,机械工业出版社,¥21.00,¥89.00,2.36折 ,适读人群 ：1.t区块链开发人员2.t网络应用开发人员 本书全面详尽地剖析了公链整个技术栈，涵盖公链设计原理、系统架构、底层模型、数据结构与算法、编程环境、上层应用开发等主题，内容深入浅出。在揭示这些技术原理的过程中，作者不满足于浅尝辄止，而是深入到参数解析，使本书除了作为知识学习之外，更成为一本实操的参考书籍。,https://img3m1.ddimg.cn/0/32/11423034711-1_b_1.jpg
Go 语言, 深度探索Go语言 对象模型与runtime的原理性及应用+Go语言从入门到项目实战视频版+ Go语言底层原理剖析 3册 ,,人民邮电出版社,¥268.50,¥268.50,10折,,https://img3m7.ddimg.cn/19/27/11373558787-1_b_3.jpg
Go 语言, 正版 Go语言实战 畅销书籍 计算机 go语言编程教程书籍 go语言并发编程指南 go语言程序设计 Go语言入门教材书 ,2017-01-01,人民邮电出版社,¥57.90,¥59.00,9.82折 ,,https://img3m7.ddimg.cn/78/36/1781381427-1_b_1.jpg
Go 语言, 深度探索Go语言 对象模型与runtime的原理 特性及应用 封幼林 清华大学出版社 9787302600855 ,2023-04-25,电子工业出版社,¥91.00,¥91.00,10折,,https://img3m3.ddimg.cn/14/11/11425372313-1_b_2.jpg
Go 语言, 正版 Go语言趣学指南 黄健宏译 go语言入门教程书籍go程序设计语言实战编程学习核心编程Go语言从入门到进阶实战go语 ,2023-04-26,人民邮电出版社,¥70.79,¥109.02,6.5折 ,,https://img3m5.ddimg.cn/78/4/11433318315-1_b_2.jpg
Go 语言, 正版 Go语言高并发与微服务实战 golang教程自学Go语言学习笔记 go语言程序设计教材 go语言编程教程书 Go语 ,2023-02-17,中国铁道出版社,¥108.23,¥140.62,7.7折 ,,https://img3m3.ddimg.cn/91/6/11357725393-1_b_2.jpg
Go 语言, 团购优惠go语言书籍全两册 Go语言入门经典+GO语言编程从入门到实践 go语言精进之路go语言程序设计Go语言语法编程 ,,中国青年出版社,¥197.53,¥207.00,9.55折 ,,https://img3m2.ddimg.cn/54/3/11244790512-1_b_1.jpg
Go 语言, 全两册 Go语言高级编程+Go语言核心编程 golang教程实战自学基础入门精通实践开发 Go语言实践编程图书 Go语言 ,,机械工业出版社,¥168.00,¥168.00,10折,,https://img3m5.ddimg.cn/8/16/11431994615-1_b_3.jpg
Go 语言, 深度探索Go语言对象模型与runtime的原理性及应用+Go语言设计与实现 2册 左书祺 封幼林 清华大学出版社 邮电出 ,,北京航空航天大学出版社,¥256.88,¥256.88,10折,,https://img3m2.ddimg.cn/93/21/11320483872-1_b_1.jpg
Go 语言, 官方 Go语言编程 go语言并发编程指南 Go语言测试工具书 go语言程序设计 Go语言入门书 人民邮电出版社 ,,人民邮电出版社,¥50.27,¥56.23,8.95折 ,,https://img3m4.ddimg.cn/47/14/11265898394-1_b_1.jpg
Go 语言, 【汇全通图书】正版 Go语言从入门到项目实战 视频版 图形/图像处理移动应用人工智能机器学习 Go语言基本开发知识入门书 ,2023-04-06,电子工业出版社,¥85.00,¥169.00,5.03折 ,,https://img3m6.ddimg.cn/17/8/11414176406-1_b_2.jpg
Go 语言, 【正版现货】深入学习Go语言 项目工程构建测试编译与运行golang教程 语言编程语言并发编程指南 程序设计 语言数据类 ,,机械工业出版社,¥60.06,¥69.00,8.71折 ,,https://img3m8.ddimg.cn/18/8/11376872118-1_b_1.jpg
Go 语言, 正版 Go语言趣学指南 黄健宏译 go语言入门教程书籍go程序设计语言实战编程学习核心编程Go语言从入门到进阶实战go语 【需要开票的用户 请联系客服】,,人民邮电出版社,¥69.00,¥72.40,9.54折 ,,https://img3m2.ddimg.cn/49/27/11301004192-1_b_1.jpg
Go 语言, 全两册 Go语言高级编程+Go语言核心编程 golang教程实战自学基础入门精通实践开发 Go语言实践编程图书 Go语言 ,,机械工业出版社,¥168.00,¥168.00,10折,,https://img3m7.ddimg.cn/81/33/11423908467-1_b_1.jpg
Go 语言, 官方 Go语言底层原理剖析 Go语言编译时类型系统语法函数调用规范并发编程内存管理与垃圾回收运行状态监控技术书籍 ＜＞正品图书，可开发票＜＞,,电子工业出版社,¥57.93,¥99.00,5.86折 ,,https://img3m1.ddimg.cn/17/24/11324001761-1_b_1.jpg
Go 语言, 全两册 Go语言高级编程+Go语言核心编程 golang教程实战自学基础入门精通实践开发 Go语言实践编程图书 Go语言 ,,机械工业出版社,¥176.88,¥176.88,10折,,https://img3m3.ddimg.cn/29/10/11375766893-1_b_1.jpg
Go 语言, 正版 用Go语言自制编译器 ,2022-06-01,人民邮电出版社,¥74.80,¥99.80,7.5折 ,,https://img3m1.ddimg.cn/18/9/11437392501-1_b_1.jpg
Go 语言, 正版： Go语言从入门到精通 9787115520760 人民邮电出版社 谢琼 ,2021-02-01,人民邮电出版社,¥65.00,¥127.00,5.12折 ,,https://img3m8.ddimg.cn/47/25/11384725718-1_b_2.jpg
Go 语言, 正版 Go语言高并发与微服务实战 golang教程自学Go语言学习笔记 go语言程序设计教材 go语言编程教程书 Go语 ,,中国铁道出版社,¥90.00,¥90.00,10折,,https://img3m9.ddimg.cn/83/22/11422098749-1_b_1.jpg
Go 语言, 正版 Go语言极简一本通 零基础入门到项目实战 零基础入门到项目实战 程序设计 基础知识 Go语言基本程序结构Go语言入 ,2022-09-07,电子工业出版社,¥49.88,¥99.00,5.04折 ,,https://img3m8.ddimg.cn/43/1/11417789338-1_b_1.jpg
Go 语言, 正版 Go语言学习笔记 Go语言实战指南 go语言编程入门教程 系统编程语言程序设计教材 go语言程序设计教程书籍 ,,电子工业出版社,¥90.31,¥90.31,10折,,https://img3m8.ddimg.cn/69/7/11383893348-1_b_1.jpg
Go 语言, 正版 Go语言编程 CGO编程汇编语言用法 RPC Protobuf系统打造技术实战开发书籍 工业级环境的Web系统设计 ,,人民邮电出版社,¥103.78,¥114.89,9.04折 ,,https://img3m8.ddimg.cn/1/33/11358756388-1_b_1.jpg
Go 语言, 零基础Go语言从入门到精通 广东人民出版社【正版可开发票】 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,2010-01-01,广东人民出版社,¥81.90,¥177.89,4.61折 ,,https://img3m5.ddimg.cn/71/24/11123641655-1_b_1.jpg
Go 语言, 全新用Go语言自制编译器 o并发编程实战程序设计教程书籍 go语法虚拟机编译进**级编程 编译原理基础教程L ,2022-06-01,人民邮电出版社,¥82.00,¥100.00,8.2折 ,,https://img3m7.ddimg.cn/83/2/11323616717-1_b_1.jpg
Go 语言, 正版 Go语言项目开发上手指南 谢伟 核心知识 应用 图表库 命令行工具 网络爬虫 GraphQL 面向接口编程h ,2021-06-01,机械工业出版社,¥82.20,¥119.00,6.91折 ,,https://img3m9.ddimg.cn/44/23/11415308399-1_b_1.jpg
Go 语言, 正版 Go语言设计与实现 ,2021-11-01,人民邮电出版社,¥104.80,¥139.80,7.5折 ,,https://img3m1.ddimg.cn/32/19/11431486571-1_b_1.jpg
Go 语言, 正版 Go语言核心编程 Go语言编程入门 golang教程实战自学基础入门精通实践开发 go语言程序设计书籍 电子工业出 ,2023-04-04,电子工业出版社,¥61.00,¥121.00,5.05折 ,,https://img3m3.ddimg.cn/1/33/11405514583-1_b_2.jpg
Go 语言, 官方 Go语言底层原理剖析 Go语言编译时类型系统语法函数调用规范并发编程内存管理与垃圾回收运行状态监控技术书籍 ,2023-03-27,电子工业出版社,¥76.00,¥152.00,5折 ,,https://img3m5.ddimg.cn/71/27/11408158745-1_b_2.jpg
Go 语言, 正版 Go语言极简一本通 零基础入门到项目实战 零基础入门到项目实战 欢喜 Go语言基本程序结构Go语言入门书籍 程序设 ,,电子工业出版社,¥93.00,¥99.00,9.4折 ,,https://img3m1.ddimg.cn/41/30/11430054941-1_b_1.jpg
Go 语言, 任选正版GO语言区块链应用开发从入门到精通高野著计算机程序设计c程序设计语言区块链设计原理专业科技北京大学出版社计算机编 ,2021-05-01,北京大学出版社,¥80.00,¥89.00,8.99折 ,,https://img3m5.ddimg.cn/57/30/11390160135-1_b_2.jpg
Go 语言, 深入学习Go语言 Go项目工程构建测试编译与运行golang教程 go语言编程go语言并发编程指南 go语言程序设计 G ,,机械工业出版社,¥59.22,¥69.00,8.59折 ,,https://img3m2.ddimg.cn/11/32/698606282-1_b_1.jpg
Go 语言, 【正版】Go语言设计与实现 go语言实战Go语言核心编程零基础入门web开发计算机网络编程开发入门程序设计电脑教程 ,2021-11-01,人民邮电出版社,¥114.00,¥140.00,8.15折 ,,https://img3m0.ddimg.cn/9/12/11274165450-1_b_1.jpg
Go 语言, 现货 Go语言编程之旅 起用Go做项目 陈剑煜 命令行应用HTTP应用RPC应用WebSocket应用进程内缓存Go语言 【需要开票的用户 请联系客服】,,电子工业出版社,¥109.00,¥121.35,8.99折 ,,https://img3m3.ddimg.cn/0/17/11416982643-1_b_1.jpg
Go 语言, 全两册 Go语言编程+Go语言核心编程 golang教程实战自学基础入门精通实践开发 Go语言实践编程图书 Go语言编程 ,,机械工业出版社,¥210.22,¥227.83,9.23折 ,,https://img3m2.ddimg.cn/58/7/11410145662-1_b_1.jpg
Go 语言, 深入学习Go语言 李晓钧 编著 图书机械工业出版社 正版图书保证质量 七天无理由退货让您购物无忧,,机械工业出版社,¥47.82,¥69.00,6.94折 ,,https://img3m1.ddimg.cn/74/29/11320429601-1_b_1.jpg
Go 语言, 团购优惠GO语言公链开发实战 郑东旭 等著 计算机网络 程序设计 编程语言与程序设计 公链开发技术的入门书籍 机械工业出 ,,机械工业出版社,¥71.76,¥89.00,8.07折 ,,https://img3m2.ddimg.cn/86/3/11315564852-1_b_1.jpg
Go 语言, 2册 用Go语言自制解释器+用Go语言自制编译器 并发编程实战程序设计教程 go语法虚拟机编译编程 编译原理基础教程 计 ,,人民邮电出版社,¥193.00,¥199.60,9.67折 ,,https://img3m2.ddimg.cn/12/23/11400947922-1_b_1.jpg
Go 语言, 深度探索Go语言对象模型与runtime的原理性及应用+Go语言设计与实现 2册 左书祺 封幼林 清华大学 邮电 978 ,,北京航空航天大学出版社,¥211.25,¥239.54,8.82折 ,,https://img3m7.ddimg.cn/32/32/11373450197-1_b_1.jpg
Go 语言, 团购优惠Go语言书籍全两册 Go语言核心编程+Go语言从入门到项目实战 视频版 Go语言实战 Go语言编程入门教材书籍 ,,电子工业出版社,¥184.76,¥187.00,9.89折 ,,https://img3m2.ddimg.cn/38/20/11312730632-1_b_1.jpg
Go 语言, 深度探索Go语言对象模型与runtime的原理性及应用+Go语言设计与实现 2册 左书祺 封幼林 出版社 邮电出版社 ,2023-02-12,北京航空航天大学出版社,¥268.00,¥268.00,10折,,https://img3m0.ddimg.cn/54/25/11372372010-1_b_2.jpg
Go 语言, 【正版】Go语言从基础到中台微服务实战开发 深入Go语言和微服务框架Go程序设计语言 Go并发编程实战教程 go语言编程 ,2022-11-01,水利水电出版社,¥71.10,¥79.00,9折 ,,https://img3m8.ddimg.cn/39/26/11427860208-1_b_2.jpg
Go 语言, 正版 Go语言高并发与微服务实战 golang教程自学Go语言学习笔记 go语言程序设计教材 go语言编程教程书 Go语 ,,中国铁道出版社,¥87.90,¥89.00,9.88折 ,,https://img3m6.ddimg.cn/97/34/11168761426-1_b_1.jpg
Go 语言, 正版 Go语言学:惯例模式与编程实践博睿图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2022-05-01,机械工业出版社,¥119.00,¥119.00,10折,,https://img3m4.ddimg.cn/65/27/11450764874-1_b_1.jpg
Go 语言, 深度探索Go语言对象模型与rutime的原理性及应用+Go语言设计与实现 2册 左书祺 封幼林 清华大学 邮电 ,2022-12-09,北京航空航天大学出版社,¥183.00,¥240.00,7.63折 ,,https://img3m4.ddimg.cn/48/8/11429617764-1_b_1.jpg
Go 语言, 全两册 Go语言编程+Go语言核心编程 golang教程实战自学基础入门精通实践开发 Go语言实践编程图书 Go语言编程 ,,机械工业出版社,¥171.00,¥171.97,9.95折 ,,https://img3m4.ddimg.cn/36/11/11329984944-1_b_1.jpg
Go 语言, 官方 Go语言核心编程 Go语言实战 Go语言编程入门教材书籍 golang教程实战自学基础入门精通实践开发 go语言程 ,2022-08-15,电子工业出版社,¥48.00,¥79.00,6.08折 ,,https://img3m1.ddimg.cn/15/10/11221148481-1_b_1.jpg
Go 语言, 正版！Go语言开发实战 慕课版 千锋教育 GO语言零基础初学入门教程 Go语言语法面向对象编程网络数据库并发编程 GO从 ,2023-04-20,人民邮电出版社,¥74.00,¥102.00,7.26折 ,,https://img3m7.ddimg.cn/40/5/11428710817-1_b_2.jpg
Go 语言, 正版 Go语言高 级开发与实战 廖显东 数组 切片 迭代处理数组 编程技巧 分布式系统 复杂案例 实用教程v 全新正版，提供发票，量大优惠，如有需联系在线客服,2022-01-01,机械工业出版社,¥87.40,¥119.00,7.35折 ,,https://img3m7.ddimg.cn/74/15/11428293467-1_b_1.jpg
Go 语言, 深度探索Go语言 对象模型与runtime的原理、特性及应用 清华大学出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2022-08-01,清华大学出版社,¥79.00,¥100.00,7.9折 ,,https://img3m0.ddimg.cn/8/27/11235096980-1_b_1.jpg
Go 语言, 428-GO语言开发与实战廖显东 著9787111696858机械工业出版社 正版图书，放心购买。团购电话15726655835,2022-02-01,机械工业出版社,¥76.16,¥119.00,6.4折 ,,https://img3m2.ddimg.cn/86/23/11447219012-1_b_1.jpg
Go 语言, 428-GO语言项目开发上手指南谢伟 著9787111684565机械工业出版社 正版图书，放心购买。团购电话15726655835,2021-07-01,机械工业出版社,¥79.73,¥119.00,6.7折 ,适读人群 ：Go语言初、中级读者 本书推崇以实例的方式来学习编程，给出了相对完整的项目开发过程，并对具体的应用进行了较为详细的说明，以便帮助读者快速上手项目开发工作。 本书既适合初学者学习，也适合有Go语言基础的读者参考。,https://img3m2.ddimg.cn/7/6/11447219032-1_b_1.jpg
Go 语言, 【官方正版新书】 深度探索Go语言——对象模型与runtime的原理、特性及应用 封幼林 清华大学出版社 ,,清华大学出版社,¥122.40,¥134.07,9.13折 ,,https://img3m8.ddimg.cn/32/26/11367701168-1_b_1.jpg
Go 语言, 正版 Go语言编程 CGO编程汇编语言用法 RPC Protobuf系统打造技术实战开发书籍 工业级环境的Web系统设计 ,,人民邮电出版社,¥88.48,¥95.02,9.32折 ,,https://img3m8.ddimg.cn/97/17/11151126358-1_b_1.jpg
Go 语言, 深度探索Go语言 对象模型与runtime的原理性及应用+Go语言从入门到项目实战视频版+ Go语言底层原理剖析 3册 ,,清华大学出版社,¥268.50,¥307.00,8.75折 ,,https://img3m4.ddimg.cn/13/34/11321379544-1_b_1.jpg
Go 语言, 正版 Go语言编程 CGO编程汇编语言用法 RPC Protobuf系统打造技术实战开发书籍 工业级环境的Web系统设计 ,2023-02-18,人民邮电出版社,¥96.23,¥140.62,6.85折 ,,https://img3m3.ddimg.cn/77/22/11358715973-1_b_2.jpg
Go 语言," 428-GO语言学习指南:惯例模式与编程实践乔恩·博德纳（JonBodner）著,杨波,曾智,万学凡 译97871117 正版图书，放心购买。团购电话15726655835",2022-05-01,机械工业出版社,¥76.16,¥119.00,6.4折 ,适读人群 ：Go语言初学者以及中级水平的开发人员 Go语言正迅速成为构建Web服务的优选语言。尽管市面上有大量的教程向具有其他编程语言经验的开发者讲授Go语法，但要熟练掌握Go语言，这些教程远远不够，它们并没有介绍Go语言的惯例模式与编程实践。本书将指导读者学习编写清晰且符合Go语言惯例的代码所需的关键知识。 无论你的开发经验和水平如何，都将通过本书学会Go开发者的思考模式。作者JoBodner精心介绍了经验丰富的Go开发者所采用的设计模式，并说明了使用这些模式的理由。你还将提前了解Go即将发布的泛型特性，以及它是如何从设计到实现，一步步融入Go语言的。 通过本书，你将： 学习如何在Go语言中编写惯例代码并设计Go项目。 理解Go语言设计中的权衡。 学会为独立开发人员或团队构建Go语言的开发环境。 了解如何以及何时,https://img3m2.ddimg.cn/27/26/11447219052-1_b_1.jpg
Go 语言, 全两册 Go语言编程+Go语言核心编程 golang教程实战自学基础入门精通实践开发 Go语言实践编程图书 Go语言编程 ,,机械工业出版社,¥179.79,¥179.79,10折,,https://img3m9.ddimg.cn/23/25/11338575359-1_b_1.jpg
Go 语言, 正版 Go语言Hyperledger区块链开发实战9787115600417诺睿图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2022-12-01,人民邮电出版社,¥71.20,¥89.00,8折 ,1．注重区块链技术科普，巧妙激发读者的学。 区块链平台作为去中心化分布式系统，它的工作原理和运作方式与传统的中心化系统有很大不同。为了使读者充分理解基础的技术框架和工作原理，本书第 1 章结合比特币、以太坊等经典区块链平台介绍区块链技术的工作原理和底层技术。 2．依托经典开发案例，形象解读区块链技术的抽象概念。 作为区块链应用开发的入门级教材，本书通过各种流程图、结构图、架构图来描述区块链技术的数据结构和工作原理。全书介绍了多个基于 Fabric 区块链的开发案例，以及开发智能合约与区块链应用的完整过程，为读者理解抽象的概念提供捷径。 3．合理搭建内容架构，助力读者扎实培养综合能力。 本书在内容编排上，区块链技术科普、Hyperledger Fabric 各组件的管理与配置方法讲解及 Go 语言智能合约与区块链应用开发技术介绍并,https://img3m9.ddimg.cn/59/13/11417462159-1_b_1.jpg
Go 语言, 正版 Go语言趣学指南 黄健宏译 go语言入门教程书籍go程序设计语言实战编程学习核心编程Go语言从入门到进阶实战go语 ,2023-04-17,人民邮电出版社,¥69.00,¥106.00,6.51折 ,,https://img3m6.ddimg.cn/18/13/11422298466-1_b_2.jpg
